CustomerID,Age,Gender,Income,Education,Marital_Status,Total_Spending,Campaign_Acceptance,Last_Purchase_Date,Region,Occupation,Number_of_Children,Household_Size,Customer_Lifetime_Value,Engagement_Score,Preferred_Communication_Channel,Purchase_History,Loyalty_Program_Status,Social_Media_Activity,Feedback_Score
196,69,Female,53429,PhD,Married,1895,1,2024-04-02,West,Teacher,0,2,9455,70,Phone,Any scene scientist candidate.,Bronze,60,9
197,30,Male,75948,High School,Widowed,1538,0,2024-04-16,West,Scientist,0,5,4114,14,Phone,Tv mouth if sister.,Silver,60,6
198,58,Male,27844,PhD,Divorced,2037,1,2025-01-24,West,Engineer,4,4,8060,96,SMS,Little develop main past edge.,Platinum,42,5
199,20,Male,32542,Bachelor,Married,2160,0,2024-04-01,South,Artist,3,1,10395,49,SMS,Once pass begin.,Bronze,18,2
200,56,Female,77474,Master,Widowed,2701,0,2024-12-20,East,Lawyer,1,1,11024,45,Phone,Local data base media region tax experience.,Silver,85,6
201,23,Female,39001,Bachelor,Single,1705,0,2024-11-01,South,Scientist,0,3,14825,77,Email,Other many study ability.,Bronze,99,9
202,25,Male,39952,Bachelor,Widowed,2808,0,2024-02-17,North,Scientist,2,3,9243,27,SMS,Majority Mr history fill lay main course.,Bronze,0,3
203,44,Female,36864,Bachelor,Single,1596,0,2023-05-31,East,Doctor,4,5,9679,75,SMS,Benefit never bad.,Bronze,18,3
204,26,Male,67226,Bachelor,Widowed,1880,1,2023-04-23,South,Lawyer,3,1,14565,96,Phone,Vote cultural imagine trouble.,Gold,50,4
205,54,Female,31198,High School,Married,2882,0,2023-08-22,West,Scientist,3,4,13520,67,SMS,Good eye reach toward.,Silver,63,4
206,50,Female,50336,Master,Divorced,3451,1,2023-09-16,West,Engineer,0,5,5776,49,Email,Help nothing child pull buy analysis right.,Silver,62,1
207,68,Female,46015,Bachelor,Divorced,2842,0,2025-01-16,North,Artist,0,3,14345,2,Email,Thus control who quite best. Fast each training.,Platinum,28,2
208,59,Male,65547,Master,Married,1888,0,2024-11-21,North,Engineer,2,5,5185,94,Email,Wall evening mission listen available member.,Silver,18,6
209,61,Female,41544,High School,Single,2257,0,2024-06-28,North,Scientist,2,3,11411,60,Email,Boy such now class method that.,Platinum,42,5
210,41,Female,56229,Master,Widowed,2341,1,2024-09-27,West,Doctor,0,1,12257,66,SMS,Animal leg develop.,Gold,69,4
211,32,Male,32431,Master,Married,2172,1,2024-02-13,South,Teacher,1,5,10561,59,SMS,Bank throw spend door life our.,Platinum,88,9
212,49,Female,84109,High School,Widowed,1496,1,2024-07-15,West,Artist,0,2,8873,93,Email,Play surface street tough before.,Platinum,38,2
213,49,Male,46406,Bachelor,Married,2117,1,2024-11-13,West,Artist,0,6,8657,60,SMS,Their dark report card loss.,Gold,22,8
214,41,Male,50131,Master,Married,1747,1,2023-09-11,West,Engineer,3,3,2581,22,Phone,Wish group group single whether management.,Gold,0,4
215,58,Male,74821,PhD,Widowed,1515,0,2024-07-23,South,Engineer,0,2,10454,89,Phone,Run rather agency teacher gun poor market.,Gold,60,9
216,69,Male,41199,Master,Divorced,1844,0,2023-05-14,West,Engineer,0,3,10097,46,Phone,Particularly fish beautiful season most.,Bronze,78,4
217,66,Male,75010,Bachelor,Divorced,2157,1,2024-09-17,North,Scientist,0,2,14515,53,Phone,Term face laugh owner type.,Silver,24,2
218,66,Female,43827,PhD,Single,2500,1,2023-06-01,North,Artist,1,1,9183,19,Phone,Husband teach the million before side.,Bronze,3,6
219,69,Male,60075,Bachelor,Widowed,1873,0,2023-06-04,North,Engineer,3,1,8420,49,Email,Safe would common civil difficult by.,Platinum,0,9
220,29,Male,41409,Master,Single,1960,0,2023-01-30,North,Lawyer,4,4,8461,80,SMS,Both fill by Mr cost partner.,Gold,39,7
221,56,Male,29659,High School,Married,2401,1,2024-02-13,West,Scientist,4,4,7482,17,Email,Scientist dark spring so turn must open soldier.,Gold,20,1
222,19,Male,56218,Bachelor,Single,2035,1,2025-01-08,West,Scientist,4,4,8634,27,Email,Now big hard perform throw wall.,Bronze,42,9
223,20,Female,59598,Bachelor,Married,2190,0,2024-07-24,West,Lawyer,4,5,6908,19,Email,Name apply quite game.,Platinum,9,6
224,66,Male,30261,High School,Widowed,2038,1,2025-01-17,North,Lawyer,3,3,11840,30,SMS,Without other of. Level explain rate on range.,Silver,65,9
225,54,Female,45394,Master,Widowed,2101,0,2023-02-14,South,Scientist,0,5,11196,78,Phone,Dinner main ahead surface person maybe skin.,Platinum,16,2
226,66,Male,68011,Bachelor,Widowed,1460,1,2023-10-08,East,Artist,4,4,5637,46,Email,Determine tend professional.,Gold,12,7
227,34,Female,59001,Master,Widowed,2061,1,2024-08-10,East,Engineer,0,3,10283,64,SMS,Price ready cup use month.,Platinum,90,8
228,66,Male,44071,Master,Single,2713,0,2024-04-06,East,Doctor,4,5,13342,32,Email,Travel field out. Tv someone bar under.,Bronze,91,8
229,19,Male,41037,Master,Married,2084,0,2023-02-04,South,Engineer,1,1,13172,53,SMS,Beautiful chair consumer.,Platinum,9,5
230,19,Female,79223,High School,Divorced,1583,1,2024-01-31,West,Artist,0,3,6881,23,Email,Bar call official weight question assume.,Bronze,51,7
231,45,Male,28296,Master,Widowed,2738,0,2024-03-16,East,Lawyer,3,4,13997,36,Phone,Current free interest study.,Platinum,9,7
232,40,Female,49112,Master,Widowed,2360,1,2023-11-13,East,Artist,1,1,8411,10,SMS,Style reveal risk conference box gun.,Platinum,46,3
233,54,Male,28029,PhD,Married,2383,1,2024-05-21,West,Engineer,1,3,10064,59,Email,Nature go what he lot others.,Bronze,8,2
234,49,Female,69722,PhD,Divorced,2370,0,2024-01-31,East,Artist,3,5,8944,29,Phone,Specific trial relationship lay.,Bronze,97,5
235,50,Male,49893,PhD,Widowed,1436,0,2023-11-07,West,Doctor,1,6,6390,11,Phone,Shake ball service form add mouth tough.,Silver,45,4
236,18,Male,52672,Bachelor,Divorced,2323,0,2024-10-23,East,Artist,0,6,7660,38,SMS,Raise difference family see.,Silver,67,8
237,36,Female,91533,Bachelor,Widowed,2692,1,2024-02-10,West,Teacher,2,4,13734,79,Phone,Kind measure week run Congress suffer try.,Platinum,53,5
238,19,Male,41097,PhD,Single,1759,0,2023-03-16,North,Artist,2,5,13816,32,SMS,Not thought color state attention fund son.,Gold,67,9
239,61,Male,76228,High School,Single,1035,0,2024-11-27,South,Engineer,4,1,12042,91,SMS,Sell practice away cause lawyer shoulder.,Gold,3,7
240,43,Male,44139,High School,Divorced,2182,0,2024-11-15,East,Teacher,4,1,9324,52,Phone,Page the throw system easy conference.,Silver,74,1
241,49,Male,46497,PhD,Married,2016,1,2024-07-02,West,Lawyer,0,1,15403,1,Phone,Several particularly computer spend center work.,Silver,0,2
242,23,Male,89572,Bachelor,Married,1226,0,2024-11-28,North,Engineer,3,3,12964,14,SMS,Finally model edge really.,Platinum,84,8
243,49,Male,47583,Bachelor,Single,2302,0,2023-09-18,West,Scientist,0,4,9648,3,Phone,Own citizen identify able particular certainly.,Bronze,58,8
244,21,Female,29384,High School,Married,2265,0,2024-12-16,East,Doctor,4,6,4136,30,SMS,Book car range only concern adult rest.,Bronze,24,2
245,28,Female,54228,Master,Married,1266,0,2024-06-07,East,Artist,1,1,12583,31,Phone,Stop trade scientist treatment hour nothing.,Bronze,8,7
246,34,Female,47408,High School,Married,2944,1,2023-07-25,East,Artist,0,5,13724,1,SMS,Even mouth Congress of.,Gold,24,8
247,55,Male,55506,Master,Divorced,2375,1,2023-08-23,East,Engineer,0,4,11285,46,Phone,Need mind close whom water.,Gold,81,4
248,41,Female,47996,Bachelor,Divorced,1054,1,2024-03-03,East,Artist,3,6,4269,14,Phone,Our young vote defense.,Gold,70,3
249,22,Male,83233,Bachelor,Married,2409,1,2023-05-16,North,Artist,4,5,10594,36,Email,Number how brother fish eye. Some sing explain.,Gold,25,9
250,69,Male,58351,PhD,Single,2394,0,2023-05-17,West,Lawyer,0,5,16528,46,Email,Resource plant star view possible last nor.,Bronze,55,2
251,51,Male,33875,Bachelor,Married,2707,1,2023-07-01,West,Artist,1,1,9539,55,SMS,Explain democratic level.,Platinum,48,3
252,23,Male,51868,Master,Widowed,1688,0,2024-02-24,East,Artist,1,4,15891,36,Email,Town key debate whose bed population.,Platinum,81,8
253,39,Female,38005,High School,Single,2416,1,2023-10-20,West,Lawyer,2,2,12106,43,Email,Yes both others director book.,Gold,64,2
254,28,Male,46284,PhD,Divorced,1881,0,2024-12-10,North,Scientist,4,3,10141,43,SMS,Policy allow animal detail.,Gold,60,5
255,65,Female,36343,Master,Widowed,1721,0,2023-04-26,East,Artist,1,2,14208,15,Phone,More sometimes quality. Indicate we no suggest.,Bronze,8,8
256,33,Male,81606,High School,Married,1567,0,2024-01-19,South,Scientist,3,3,8175,38,Phone,Bad toward hour soldier model.,Bronze,9,7
257,50,Female,39629,High School,Married,1048,1,2025-01-06,North,Lawyer,4,4,6290,89,SMS,Specific feeling unit school.,Platinum,10,4
258,26,Female,60313,High School,Single,2270,1,2023-08-18,East,Doctor,1,6,6353,44,Email,Yourself nothing both education.,Silver,95,9
259,23,Female,45147,Bachelor,Single,1863,1,2024-06-12,West,Artist,0,1,10622,55,Phone,Take both look itself.,Platinum,84,2
260,33,Female,32623,High School,Married,634,0,2025-01-22,North,Engineer,4,4,11337,55,Email,State sister response probably form president.,Platinum,35,7
261,46,Female,52964,Bachelor,Married,2037,1,2025-01-07,East,Teacher,1,2,7953,78,SMS,Sea decide seven outside.,Platinum,55,7
262,20,Female,56010,High School,Single,2578,0,2023-07-21,West,Doctor,0,5,13658,88,Email,Senior can allow deep strategy.,Bronze,31,7
263,37,Male,58379,High School,Widowed,1346,1,2023-10-02,West,Artist,2,3,10265,58,SMS,Media popular southern establish cost lay.,Gold,82,7
264,53,Female,10666,Bachelor,Divorced,1643,1,2024-10-01,East,Engineer,4,3,12488,57,SMS,Blood respond carry consumer hotel.,Bronze,71,5
265,36,Male,31477,Bachelor,Single,2220,1,2023-05-11,North,Teacher,4,2,7955,56,Phone,Adult quickly generation.,Gold,34,1
266,43,Female,64363,Master,Widowed,720,1,2024-09-30,East,Lawyer,1,1,9454,2,SMS,Whose impact necessary war lose.,Silver,85,4
267,20,Male,36145,High School,Married,1733,1,2023-09-24,East,Artist,2,4,4703,34,Phone,Next TV water toward.,Silver,3,5
268,36,Female,53044,Bachelor,Divorced,2173,0,2024-01-29,East,Scientist,3,2,9156,49,SMS,Collection newspaper director.,Silver,92,4
269,37,Female,31129,Master,Widowed,1719,1,2023-06-16,East,Scientist,1,4,10676,64,Phone,Manager position with month board pay.,Gold,61,7
270,49,Male,60974,Master,Divorced,1350,1,2024-07-03,East,Lawyer,1,1,8318,87,Email,Effort top black right instead nation.,Platinum,62,2
271,24,Female,63969,Bachelor,Divorced,1374,1,2024-02-03,West,Doctor,3,5,9818,8,SMS,A admit player husband.,Gold,94,2
272,69,Female,60978,High School,Divorced,1193,0,2023-02-15,East,Scientist,3,4,10717,69,Email,Out environmental similar act itself seek.,Silver,7,2
273,58,Female,65488,Master,Widowed,1683,1,2025-01-15,North,Teacher,3,1,8395,58,SMS,Perhaps career message small late easy career.,Platinum,75,3
274,50,Male,73458,High School,Widowed,2528,1,2024-05-23,South,Scientist,3,2,9206,93,SMS,Easy summer book. Power before attack.,Silver,68,5
275,57,Female,32388,High School,Married,3180,0,2024-04-05,East,Teacher,3,6,7806,43,SMS,More pretty happy over fear decision.,Gold,60,9
276,56,Male,38169,Master,Divorced,2018,1,2024-04-14,North,Scientist,0,5,7176,62,Phone,Picture what worker stuff detail.,Platinum,93,3
277,35,Female,63463,Bachelor,Single,2384,0,2024-09-23,South,Lawyer,0,5,13688,52,Phone,Much activity chair science through thing.,Gold,62,6
278,57,Female,66953,High School,Single,1529,0,2024-06-06,North,Lawyer,3,5,5709,33,Email,End serve finish.,Gold,60,6
279,18,Male,39884,PhD,Single,954,1,2023-04-26,West,Scientist,2,3,12561,20,Email,Anything hit happen crime.,Gold,98,6
280,28,Female,38841,Bachelor,Widowed,2925,0,2023-08-13,West,Doctor,2,6,5906,80,SMS,Occur four note front blood budget.,Platinum,36,5
281,45,Female,40216,Master,Married,1702,1,2023-09-11,South,Engineer,3,1,14534,59,Email,Many study control example research size one old.,Silver,3,2
282,42,Male,25923,PhD,Widowed,2359,0,2023-09-29,South,Scientist,0,4,11725,60,SMS,Open because training near above.,Silver,55,1
283,67,Female,30928,High School,Divorced,2079,1,2024-10-14,South,Artist,2,2,8878,63,SMS,To family game place ability future message.,Platinum,42,5
284,40,Male,31290,Bachelor,Single,2497,0,2023-08-28,West,Engineer,0,5,12831,56,SMS,Away show card job. Attack expect floor black.,Bronze,20,8
285,48,Male,45588,PhD,Widowed,2477,0,2023-07-21,West,Scientist,1,5,13261,37,Phone,Concern design parent evidence event forget meet.,Platinum,57,5
286,47,Male,54062,Bachelor,Single,2138,0,2024-11-17,North,Teacher,0,5,11736,60,Email,Skin there allow above.,Bronze,15,3
287,59,Female,56502,High School,Widowed,2193,1,2024-07-17,West,Artist,3,1,11421,88,Phone,Thousand ago decade as serious suddenly would.,Gold,52,3
288,52,Male,42371,Bachelor,Single,2606,0,2023-07-09,South,Doctor,4,2,10671,51,SMS,Quality region road book hour.,Silver,17,2
289,24,Male,42740,PhD,Divorced,1795,1,2023-02-22,East,Engineer,3,1,14250,29,SMS,Large son science recent like detail call war.,Gold,56,7
290,33,Female,51854,Bachelor,Single,2777,1,2023-04-20,East,Engineer,1,2,9925,99,Phone,Million else apply bring wind add.,Bronze,94,2
291,43,Male,27559,Master,Divorced,1646,0,2023-10-16,South,Artist,0,4,10360,9,Email,Chair seven throughout language their.,Platinum,37,6
292,65,Female,64391,Master,Divorced,2038,1,2024-10-17,West,Doctor,2,3,12586,86,Phone,Choose generation person couple necessary.,Gold,31,8
293,69,Female,69280,PhD,Widowed,2314,1,2024-02-26,South,Scientist,3,2,9044,84,Phone,Hear still situation while weight fact.,Platinum,96,8
294,66,Female,40616,Bachelor,Widowed,1185,0,2023-11-26,West,Doctor,2,6,13300,40,Email,Member baby small participant.,Platinum,18,2
295,19,Female,44023,PhD,Widowed,2690,1,2023-09-10,East,Scientist,0,1,12675,68,SMS,Consumer vote another big able.,Bronze,83,6
296,18,Male,68649,Bachelor,Divorced,2237,1,2024-03-04,North,Engineer,1,1,18537,43,Email,News wrong structure learn onto smile.,Platinum,47,3
297,65,Male,48154,High School,Married,3650,0,2023-06-08,West,Scientist,3,1,9630,76,Email,Activity enough approach clear.,Bronze,73,9
298,29,Male,58823,Master,Married,3040,0,2023-10-01,North,Engineer,2,3,11795,23,Phone,Free list establish so while.,Platinum,25,3
299,22,Male,48615,High School,Divorced,1994,0,2024-05-25,East,Lawyer,3,2,11400,8,SMS,Thousand game along research kind know police.,Platinum,81,1
300,54,Male,73344,Bachelor,Divorced,2892,0,2023-03-14,North,Artist,3,2,12430,74,SMS,Man live stay will.,Platinum,44,9
301,49,Female,57351,High School,Widowed,2423,1,2024-05-03,North,Doctor,2,2,9787,64,SMS,Allow character country try range.,Silver,44,8
302,26,Male,58214,PhD,Widowed,2115,1,2024-12-20,South,Teacher,1,2,11394,23,Phone,Tough of mean view case.,Platinum,14,2
303,58,Male,58494,PhD,Widowed,1170,1,2023-09-28,North,Artist,3,5,10435,93,Phone,Explain like public white gun.,Gold,99,3
304,52,Male,41673,Bachelor,Married,1288,0,2024-12-03,East,Scientist,1,5,12580,96,Email,Serious end week environment suddenly seek.,Silver,17,7
305,36,Female,43051,Master,Married,2002,1,2024-06-10,West,Lawyer,1,6,4235,56,Email,Author customer project society civil.,Bronze,30,6
306,65,Female,61538,PhD,Divorced,1752,0,2023-11-17,North,Artist,0,1,9284,14,Phone,Fall director collection name industry.,Platinum,14,8
307,33,Male,51896,Master,Married,2112,1,2023-07-16,West,Engineer,2,5,16363,80,Email,Also mouth method she. Of especially some.,Bronze,92,5
308,20,Female,32335,Bachelor,Widowed,2686,0,2023-08-06,South,Artist,0,2,14622,17,Phone,Reality message democratic rather.,Gold,14,5
309,37,Male,78096,Master,Widowed,2432,1,2024-03-06,East,Scientist,4,2,10910,20,Email,Blood clear interesting blue.,Gold,64,2
310,41,Male,64671,Bachelor,Widowed,1651,1,2024-10-25,East,Artist,0,5,11776,12,SMS,Where decide door whatever. Last box whether.,Gold,86,6
311,50,Female,50564,High School,Widowed,2462,0,2023-12-28,West,Artist,3,4,11559,73,Phone,Require anyone have.,Gold,45,5
312,41,Female,45897,Bachelor,Widowed,1542,1,2024-09-20,East,Scientist,3,6,11891,72,Email,Real present name evening box.,Platinum,74,9
313,69,Male,52980,High School,Single,1428,1,2024-09-15,South,Teacher,3,1,7370,41,Phone,Serious consumer save news push.,Bronze,15,3
314,28,Male,57762,Bachelor,Divorced,2190,1,2024-02-20,West,Lawyer,4,3,8003,85,Phone,Executive check teach floor seek source around.,Bronze,54,5
315,66,Female,19504,PhD,Divorced,1592,1,2023-02-01,East,Artist,1,6,8047,32,Email,Some standard skin appear pick system.,Bronze,29,3
316,25,Male,81685,PhD,Married,1679,0,2024-12-03,South,Artist,3,1,8665,37,Email,Miss lead art outside economy that professional.,Silver,92,9
317,53,Female,38151,Master,Widowed,2496,1,2024-11-26,South,Teacher,0,1,14722,18,Phone,Glass rock training either.,Silver,40,9
318,55,Male,49971,Bachelor,Single,2328,0,2024-12-04,North,Doctor,1,1,6501,29,Phone,Continue when sport would finish ahead age.,Platinum,66,7
319,57,Female,50523,Bachelor,Widowed,1814,0,2024-01-30,East,Artist,0,6,15891,7,Email,Term example pay today certain small treat.,Silver,16,1
320,37,Male,79952,Bachelor,Widowed,1187,0,2023-12-06,West,Scientist,0,6,11215,40,SMS,Ok station book firm various.,Gold,25,9
321,52,Male,48678,Master,Married,1632,1,2024-11-25,North,Scientist,3,5,6498,6,SMS,Vote morning section the two message reach.,Platinum,72,9
322,65,Female,73827,PhD,Single,2971,0,2023-10-24,West,Artist,0,1,8290,20,SMS,Hour performance bill however.,Platinum,80,5
323,42,Male,56100,Bachelor,Single,2483,0,2023-11-08,North,Doctor,4,2,11315,55,Phone,Price itself less senior cup go sure purpose.,Platinum,63,2
324,52,Male,35571,Master,Divorced,2711,0,2024-04-03,South,Scientist,1,1,6123,56,SMS,Participant major owner.,Bronze,94,1
325,42,Female,52020,Bachelor,Widowed,2128,1,2024-03-15,North,Artist,3,2,8955,73,Phone,Or none leave traditional east trouble.,Silver,57,2
326,46,Male,48222,High School,Single,1824,1,2023-03-18,North,Artist,3,5,6588,53,Email,Actually thank go alone. Explain south follow if.,Gold,94,4
327,35,Male,33738,Bachelor,Divorced,2452,0,2024-07-10,North,Artist,0,5,11906,73,SMS,Difference central ever evidence.,Platinum,74,4
328,63,Male,55365,High School,Single,2640,0,2023-03-02,East,Lawyer,0,1,6636,72,Email,Relate hour lot present.,Gold,85,1
329,35,Female,50331,Master,Widowed,1760,1,2023-11-19,North,Scientist,2,6,5475,81,SMS,Public past level class.,Platinum,2,8
330,19,Female,58346,Master,Divorced,1643,0,2024-03-23,South,Engineer,2,2,14392,88,SMS,Old perform world who recently.,Gold,27,8
331,52,Female,52900,PhD,Single,1239,1,2023-08-10,West,Lawyer,3,2,9084,87,Email,Enjoy character service physical push same.,Bronze,95,8
332,33,Male,40233,Bachelor,Married,1630,0,2025-01-24,East,Doctor,3,2,8820,33,Email,Do move certainly. Despite late word dark.,Gold,3,5
333,58,Male,61525,Master,Single,2334,1,2024-10-29,South,Lawyer,0,2,11413,22,Phone,Even reach total onto relationship.,Silver,39,2
334,53,Male,40634,PhD,Widowed,1701,1,2024-06-23,East,Lawyer,4,3,9916,50,Email,More road example.,Gold,74,4
335,50,Male,3504,Bachelor,Married,2465,1,2024-01-29,West,Teacher,4,5,7531,86,Phone,Walk better town form six magazine beat.,Platinum,56,1
336,21,Female,51929,Master,Single,2983,0,2024-10-24,West,Doctor,0,2,8167,27,Phone,Program each billion reality late instead.,Platinum,64,1
337,50,Male,41688,High School,Single,2012,0,2024-09-03,West,Doctor,2,3,12155,48,Email,See alone cover marriage once.,Bronze,46,3
338,31,Male,55731,Master,Divorced,1991,1,2023-06-17,East,Doctor,2,3,7107,66,SMS,Last body any. Case speak else happen.,Bronze,79,4
339,38,Male,79983,High School,Widowed,2274,1,2024-11-02,East,Lawyer,4,5,9891,95,SMS,Find first without although company ask.,Platinum,33,3
340,65,Female,80416,PhD,Single,1712,0,2023-03-08,West,Doctor,3,4,15003,13,SMS,Above police table culture strategy hundred.,Platinum,44,3
